trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
40,False,"{'a': 0.3, 'e': 0.7999999999999998}",25,0,-84.62299715544059,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
41,False,"{'a': 0.3, 'e': 0.7949999999999998}",30,0,-158.42093333918916,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
42,False,"{'a': 0.3, 'e': 0.7899999999999998}",30,0,-101.92701920506498,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.3, 'e': 0.7849999999999998}",30,0,-74.50784958182241,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.3, 'e': 0.7799999999999998}",30,9,-44.37525144204153,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 0}",1
45,False,"{'a': 0.3, 'e': 0.7749999999999998}",25,0,-120.42423479611193,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
46,False,"{'a': 0.3, 'e': 0.7699999999999998}",30,0,-54.10910700932398,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
47,False,"{'a': 0.3, 'e': 0.7649999999999998}",30,0,-116.87911278699904,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
48,False,"{'a': 0.3, 'e': 0.7599999999999998}",20,3,-34.59654255874719,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
49,False,"{'a': 0.3, 'e': 0.7549999999999998}",20,0,-5.732874299390649,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.3, 'e': 0.7499999999999998}",20,0,-37.63629826565112,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
51,False,"{'a': 0.3, 'e': 0.7449999999999998}",20,0,-96.66341666333865,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.3, 'e': 0.7399999999999998}",20,13,1.5681459656241086,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.3, 'e': 0.7349999999999998}",20,0,-26.584203662391147,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
54,False,"{'a': 0.3, 'e': 0.7299999999999998}",25,0,-149.34472557348423,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
55,False,"{'a': 0.3, 'e': 0.7249999999999998}",30,0,-61.72539320430562,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.3, 'e': 0.7199999999999998}",25,0,-141.58512151418432,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
57,False,"{'a': 0.3, 'e': 0.7149999999999997}",20,0,-62.935970660181695,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
58,False,"{'a': 0.3, 'e': 0.7099999999999997}",30,1,-193.25615642812159,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 4}",1
59,False,"{'a': 0.3, 'e': 0.7049999999999997}",25,0,-84.6305405780623,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
60,False,"{'a': 0.3, 'e': 0.6999999999999997}",20,0,-52.331640047439436,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.3, 'e': 0.6949999999999997}",20,9,2.6295946135764985,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.3, 'e': 0.6899999999999997}",25,6,-30.531183894550157,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
63,False,"{'a': 0.3, 'e': 0.6849999999999997}",25,7,-128.91983490145597,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 2}",1
64,False,"{'a': 0.3, 'e': 0.6799999999999997}",20,14,14.05519510990586,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.3, 'e': 0.6749999999999997}",25,0,-134.34954157431093,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
66,False,"{'a': 0.3, 'e': 0.6699999999999997}",20,14,6.2642022178803725,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.3, 'e': 0.6649999999999997}",30,0,-45.56038576667435,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
68,False,"{'a': 0.3, 'e': 0.6599999999999997}",30,5,-131.0600593429472,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",1
69,False,"{'a': 0.3, 'e': 0.6549999999999997}",20,7,-70.9020124366552,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
70,False,"{'a': 0.3, 'e': 0.6499999999999997}",20,0,-23.982988743033296,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
71,False,"{'a': 0.3, 'e': 0.6449999999999997}",25,0,-77.0360291438432,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.3, 'e': 0.6399999999999997}",35,11,-68.5436730559221,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 2}",1
73,False,"{'a': 0.3, 'e': 0.6349999999999997}",20,6,-45.60982259452811,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.3, 'e': 0.6299999999999997}",20,0,-69.30994692418723,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.6249999999999997}",30,0,-95.78478326747687,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
76,False,"{'a': 0.3, 'e': 0.6199999999999997}",20,8,-0.3355054981752743,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
